g2_amplitude,g2_amplitudeerror,g2_center,g2_centererror,g2_sigma,g2_sigmaerror,g2_fwhm,g2_fwhmerror,g2_height,g2_heighterror
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
