g1_amplitude,g1_amplitudeerror,g1_center,g1_centererror,g1_sigma,g1_sigmaerror,g1_fwhm,g1_fwhmerror,g1_height,g1_heighterror
120.10904113565063,0,44.8,0,0.4030990802205161,0,0.9492257760848758,0,118.87046999769443,0
141.55157803408554,0,44.8,0,0.42415363155022057,0,0.9988054546470905,0,133.13787248067285,0
107.41600570832436,0,44.8,0,0.4121436828171239,0,0.9705241871714197,0,103.97536141080843,0
119.96140423637122,0,44.8,0,0.4085384619257877,0,0.9620345409120834,0,117.14363022686756,0
113.24431841702828,0,44.8,0,0.4264231381601358,0,1.004149734202251,0,105.94628857652614,0
97.38614915972215,0,44.8,0,0.42667429280882896,0,1.0047411581920866,0,91.05646857269178,0
92.49094315555996,0,44.8,0,0.4907637408421537,0,1.1556602722099205,0,75.18597345502789,0
66.7028252568917,0,44.8,0,0.5045266706428417,0,1.1880694945631767,0,52.74365077782042,0
63.066941183798285,0,44.8,0,0.5861208718522555,0,1.3802091514551282,0,42.92641975079051,0
49.63122917915573,0,44.8,0,1.505869397780855,0,3.546051375282313,0,13.148548439684104,0
40.97833441148482,0,44.8,0,1.129539065482009,0,2.6598611821783447,0,14.473152350255997,0
57.81649880556937,0,44.8,0,2.4114391870175993,0,5.678505226372783,0,9.565012933196876,0
44514.44877710277,0,44.8,0,2394.191004829936,0,5637.888861993631,0,7.417410115794417,0
63.217908749459696,0,44.8,0,2.085375531730171,0,4.9106840096288416,0,12.093887903621408,0
64.9171770943945,0,44.8,0,2.3253231683110434,0,5.475717503202212,0,11.137466091801667,0
55.88756754115274,0,44.8,0,1.4261105017228153,0,3.35823353166692,0,15.634072331238148,0
83.32846339216209,0,44.8,0,3.6622029806518857,0,8.623828822898673,0,9.077391126806829,0
61.80667233642223,0,44.8,0,1.9902882795599517,0,4.686770646473366,0,12.388806320404164,0
59.281480059457444,0,44.8,0,2.1084650211572877,0,4.9650556011216045,0,11.216638533250704,0
80.28947765034202,0,44.8,0,2.5976893765879345,0,6.117090897776801,0,12.33052310576817,0
101.32595846089043,0,44.8,0,4.228424519168698,0,9.957178626228833,0,9.559875252553697,0
68.83651154330546,0,44.8,0,2.5635695161185086,0,6.036744767946186,0,10.712327505221172,0
74.21521407124793,0,44.8,0,2.2012536674445804,0,5.183556161171847,0,13.450329979891528,0
104.23407901542565,0,44.8,0,3.016171975827853,0,7.102542092118946,0,13.78680776628534,0
64.40482007091641,0,44.8,0,2.437544799525623,0,5.739979244818928,0,10.54085531276303,0
43450.20195849285,0,44.8,0,1746.1276360862878,0,4111.816280008712,0,9.927180090705034,0
81.40928672360926,0,44.8,0,2.571744847063268,0,6.055996200761524,0,12.62862765097519,0
18391.660264562994,0,44.8,0,825.7823233457057,0,1944.5687306609348,0,8.885163849277165,0
100.65565906617591,0,44.8,0,3.3776510012666607,0,7.953760130802759,0,11.888676515370344,0
174.59622828948346,0,44.8,0,7.557379603133894,0,17.796268637051757,0,9.216662989410716,0
64.15674633866003,0,44.8,0,1.8112115487977163,0,4.265077179339839,0,14.131336542024307,0
81.09961077649521,0,44.8,0,2.5844106641767657,0,6.085821920216731,0,12.518933504163435,0
144.44763798670542,0,44.8,0,3.9338334845649063,0,9.263469766123134,0,14.64888464498829,0
135.36251020383818,0,44.8,0,4.543393405342042,0,10.698873658767548,0,11.885792476389625,0
133.26864977872606,0,44.8,0,3.121916372190353,0,7.351551111561287,0,17.03008515353586,0
109.16565390661297,0,44.8,0,4.1046310826013475,0,9.665667365931306,0,10.610161101958875,0
125.97103058695099,0,44.8,0,4.039408605575194,0,9.51208017258058,0,12.441220382203069,0
21320.52047938747,0,44.8,0,793.5451948037772,0,1868.6560956278308,0,10.71855457375325,0
25124.78547674095,0,44.8,0,1378.1746041778351,0,3245.35312141005,0,7.272909887261465,0
244.27855046453226,0,44.8,0,9.416766328799792,0,22.174789686384326,0,10.348886588057388,0
22807.51160445473,0,44.8,0,775.0334476179561,0,1825.0642631197154,0,11.739985112543232,0
255.80461650215483,0,44.8,0,8.640142289360453,0,20.345979865831783,0,11.811296462519426,0
20528.5863669093,0,44.8,0,936.0270628875223,0,2204.1752482287957,0,8.749449439740781,0
97.83414425729222,0,44.8,0,3.1717250110320494,0,7.468841490478491,0,12.30566281527537,0
148.06876522656145,0,44.8,0,5.546094364513893,0,13.060053931444607,0,10.650899511483868,0
78.18195390008894,0,44.8,0,2.204100270072258,0,5.1902593979715546,0,14.150939016205891,0
70.0163926919359,0,44.8,0,2.2811508313846307,0,5.371699600761157,0,12.244916186129357,0
64.30373317066743,0,44.8,0,2.286373229696782,0,5.383997408754576,0,11.220162516114884,0
73.81603628164406,0,44.8,0,2.4924356898935995,0,5.869237411275247,0,11.815084902888572,0
77.12823024371913,0,44.8,0,2.306326663489287,0,5.430984153717843,0,13.341437731031029,0
13555.499941337668,0,44.8,0,733.2053290340734,0,1726.5665729160169,0,7.375645143457217,0
63.34266365164229,0,44.8,0,2.3233462589307528,0,5.471062237455316,0,10.876582785788603,0
20895.66407152377,0,44.8,0,917.574548968765,0,2160.7228994026273,0,9.08499946308431,0
53.1920436974549,0,44.8,0,1.7095746676136807,0,4.0257406187900475,0,12.412769477909961,0
57.700026453808306,0,44.8,0,2.1747403368892706,0,5.121122040113592,0,10.584703319785424,0
60.34622482734564,0,44.8,0,2.166396694646482,0,5.101474264487429,0,11.112767014661152,0
71.68070727944571,0,44.8,0,2.4638869243781394,0,5.80201020726413,0,11.60624131925465,0
83.39856639292519,0,44.8,0,3.1637078525431654,0,7.449962525325697,0,10.51652600184022,0
54.602790044770664,0,44.8,0,2.190773436985537,0,5.158877104882283,0,9.94322930848176,0
49.92310155552494,0,44.8,0,1.9796993178427016,0,4.661835547642351,0,10.060334303392011,0
80.60541280714419,0,44.8,0,2.8285058714910596,0,6.660622196304577,0,11.36886760669155,0
57.25541563179637,0,44.8,0,1.916951301919191,0,4.51407526478535,0,11.915590749090237,0
61.66332517172803,0,44.8,0,2.7382904165791704,0,6.448181038768962,0,8.98374716601059,0
56.865958234797,0,44.8,0,2.1905409589306464,0,5.158329660909065,0,10.356453768830038,0
97.93292765674136,0,44.8,0,4.13403233914,0,9.734902032853656,0,9.450721281305126,0
86.71524631430445,0,44.8,0,3.5040764317462454,0,8.251469263004694,0,9.87260993974813,0
90.03349288865951,0,44.8,0,4.0780516072997,0,9.60307748590148,0,8.80767881057269,0
95.6340249370468,0,44.8,0,5.185274467736226,0,12.210388022114621,0,7.357847324000828,0
