g3_amplitude,g3_amplitudeerror,g3_center,g3_centererror,g3_sigma,g3_sigmaerror,g3_fwhm,g3_fwhmerror,g3_height,g3_heighterror
394.074491761953,2.5967404305908914,30.688730810072254,0.0023073815065584426,0.35344060836294866,0.0024358837956207917,0.8322890133852389,0.005736067883920734,444.807360543592,2.561119455736189
394.074491761953,2.5967404305908914,30.688730810072254,0.0023073815065584426,0.35344060836294866,0.0024358837956207917,0.8322890133852389,0.005736067883920734,444.807360543592,2.561119455736189
432.1688165784045,2.9444270646705575,30.72461446952371,0.0029831382124044527,0.3792211894695132,0.0029838596259587867,0.8929976413865992,0.0070264523222740875,454.64342832542974,3.097350969893161
-10.672656851463366,0.0,33.089113087950736,0.0,0.0011691862392253505,0.0,0.00275322313985264,0.0,-3641.656161001827,0.0
100308.09584297852,129296095.65658759,30.002130485348125,1.6837393623661032,0.574449871531008,1.3833945052363201,1.3527260464786484,3.257645039884645,69661.67884686911,89960939.85012673
448.2725631694923,2.7789565527978652,30.74628364720216,0.0027685318553422916,0.38675911461453705,0.00276853189051155,0.9107480982766042,0.00651939426476073,462.3934656484259,2.866495664222196
392.6842796285856,2.7365342394336603,30.720633674958112,0.0024751303331214712,0.36678775266007446,0.0026359115648165233,0.8637191357189966,0.006207097242879879,427.1090529951701,2.551524122200148
445.78045017547123,2.8611500013157283,30.731840631229833,0.0028635533626714064,0.3865323021724987,0.002866631254859888,0.9102139958018434,0.006750400638626438,460.0926677757259,2.951689505014522
394.5497537102804,2.5945739684118516,30.720790946400466,0.002741142279655038,0.3610675589040184,0.00274274562274788,0.8502491090583607,0.0064586722670638376,435.9366615139598,2.866096145843221
96704.9970839577,95729184.30479628,29.98500327673094,1.266401350907938,0.5789219811493176,1.1596767992624477,1.3632570596500362,2.730830120269717,66640.60998612655,66101656.903115295
387.14117304893637,3.0564897217558546,30.715644595699036,0.003345950047046019,0.3670256901901645,0.003345949827741979,0.8642794357736032,0.007879109557968417,420.80702830588814,3.322282575036355
324.531345493058,2.7164290185167164,30.73299069905749,0.002771110285703704,0.32827448206692855,0.0029060485207329173,0.7730273158608447,0.006843221209463595,394.39337647541856,2.9291373995866707
394.8051452426735,3.342415267068189,30.758697908046695,0.0036231502347763424,0.3708870973603069,0.0036299856378464988,0.8733723546059979,0.008547962769998599,424.66959302694437,3.5921333061765104
4109.080642472366,3810660.396776506,30.743687336165962,1.2698318483755187,0.4215537399261282,2.5730353824318506,0.9926831778528453,6.059035190389401,3888.6764061935896,3582528.3596128705
347.4586817135743,3.175458666037667,30.73362391974844,0.0036854963790474847,0.3499394914436693,0.003702929588868395,0.8240445132413814,0.008719732667221253,396.1140969426558,3.607122125429016
363.7096990112123,3.2708600483094328,30.748358156197945,0.0037337576903505878,0.35978363310271333,0.003739917229342756,0.8472256949029314,0.008806831899829639,403.2956769170679,3.6237051561621243
390.3212947712726,3.2837327464218116,30.75292666374431,0.0035275914452806765,0.3632560686349011,0.0035309178395696765,0.8554026555428379,0.008314675950442534,428.6664106127711,3.604894325561011
357.1821885118542,3.1293055208248397,30.75686273832839,0.003603579268861401,0.3563917311259126,0.0036084403885795653,0.8392383762899216,0.008497227624799387,399.82713222268734,3.5005456276673206
364.3447075462679,2.56935485468155,30.756484948540628,0.0028686567419961345,0.3525613038379307,0.0028745346491374506,0.830218409503636,0.006769011702689154,412.2758624927049,2.9042781175472836
364.5041490037178,2.841124730307811,30.78605694192623,0.003287384656548802,0.3652849310441173,0.0032882378394109677,0.8601802613213083,0.007743208239397946,398.089576669461,3.102723487648567
392.8167066789963,3.103694553386858,30.766833001382793,0.003449454890978997,0.3784160587489305,0.003457814113884882,0.8911017034631565,0.0081425298278626,414.1240753868696,3.2688527895783626
397.22980143006816,3.014754282242817,30.764426001053607,0.003385488314128208,0.3863275970391773,0.0033858061192484686,0.9097319520597955,0.00797296395303024,410.2004926015786,3.113130768248605
383.82276815791204,3.022811570415496,30.78432440630735,0.0034719213420720692,0.3818270797629353,0.0034730306566553852,0.8991340439673553,0.008178362047601449,401.0274441937268,3.158100956889217
